motif_id	tf_name	tf_class	tf_family	tf_subfamily
M07734_2.00	ZNF311	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07584_2.00	ZNF317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08242_2.00	ZNF317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08308_2.00	ZNF317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1593.1	ZNF317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07667_2.00	ZNF320	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08362_2.00	ZNF320	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1976.1	ZNF320	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08259_2.00	ZNF322	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF322-like factors
M08357_2.00	ZNF322	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF322-like factors
M07566_2.00	ZNF324	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
M08280_2.00	ZNF324	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
MA1977.1	ZNF324	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
M07769_2.00	ZNF324B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
M08359_2.00	ZNF329	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07585_2.00	ZNF331	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08309_2.00	ZNF331	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1726.1	ZNF331	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07607_2.00	ZNF333	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF177-like factors
M07740_2.00	ZNF334	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M07583_2.00	ZNF337	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07695_2.00	ZNF33A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M08263_2.00	ZNF33A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M08369_2.00	ZNF33A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M07710_2.00	ZNF33B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M08371_2.00	ZNF34	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08310_2.00	ZNF341	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA1655.1	ZNF341	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07569_2.00	ZNF343	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF343-like factors
M08250_2.00	ZNF35	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08334_2.00	ZNF35	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08396_2.00	ZNF350	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
M07622_2.00	ZNF354A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
M08331_2.00	ZNF354A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
MA1978.1	ZNF354A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
M07653_2.00	ZNF354B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
M08279_2.00	ZNF37A	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M07608_2.00	ZNF382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M08247_2.00	ZNF382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M08319_2.00	ZNF382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
MA1594.1	ZNF382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M07689_2.00	ZNF383	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M08090_2.00	ZNF384	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF362-like factors
M08306_2.00	ZNF384	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF362-like factors
MA1125.1	ZNF384	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF362-like factors
M08318_2.00	ZNF394	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07716_2.00	ZNF398	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF282-like factors
M08245_2.00	ZNF41	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
M08313_2.00	ZNF41	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
ZNF41_HUMAN.H11MO.0.C	ZNF41	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08252_2.00	ZNF415	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08337_2.00	ZNF415	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08234_2.00	ZNF416	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07639_2.00	ZNF417	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
MA1727.1	ZNF417	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M07712_2.00	ZNF418	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M08376_2.00	ZNF418	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
MA1980.1	ZNF418	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M07572_2.00	ZNF419	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF773-like factors
M08291_2.00	ZNF419	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF773-like factors
M07758_2.00	ZNF425	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07714_2.00	ZNF429	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07575_2.00	ZNF430	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M07711_2.00	ZNF431	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M07773_2.00	ZNF432	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF432-like factors
M07726_2.00	ZNF433	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08305_2.00	ZNF436	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF180-like factors
M07627_2.00	ZNF439	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07731_2.00	ZNF44	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF442-like factors
M07628_2.00	ZNF440	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07717_2.00	ZNF441	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07742_2.00	ZNF442	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF442-like factors
M07659_2.00	ZNF443	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF442-like factors
M07674_2.00	ZNF445	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08344_2.00	ZNF449	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1656.1	ZNF449	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07579_2.00	ZNF45	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M08241_2.00	ZNF45	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M08304_2.00	ZNF45	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07651_2.00	ZNF454	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08256_2.00	ZNF454	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08346_2.00	ZNF454	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1712.1	ZNF454	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07727_2.00	ZNF460	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
MA1596.1	ZNF460	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M08260_2.00	ZNF467	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08358_2.00	ZNF467	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07754_2.00	ZNF468	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF525-like factors
M07673_2.00	ZNF479	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF479-like factors
M07745_2.00	ZNF480	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07638_2.00	ZNF483	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07581_2.00	ZNF484	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
M07741_2.00	ZNF485	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07775_2.00	ZNF486	NA	NA	NA
M07782_2.00	ZNF487	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a KRAB domain
M08366_2.00	ZNF490	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07765_2.00	ZNF492	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF98-like factors
M07609_2.00	ZNF496	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08375_2.00	ZNF502	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07565_2.00	ZNF506	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08322_2.00	ZNF513	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07642_2.00	ZNF519	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08255_2.00	ZNF519	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08339_2.00	ZNF524	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF524-like factors
M07752_2.00	ZNF525	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF525-like factors
M07694_2.00	ZNF527	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07617_2.00	ZNF528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08249_2.00	ZNF528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08328_2.00	ZNF528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1597.1	ZNF528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07678_2.00	ZNF529	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07668_2.00	ZNF530	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1981.1	ZNF530	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07751_2.00	ZNF534	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07634_2.00	ZNF540	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M07652_2.00	ZNF543	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M08347_2.00	ZNF543	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M07600_2.00	ZNF547	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08315_2.00	ZNF547	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07691_2.00	ZNF548	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF548-like factors
M07576_2.00	ZNF549	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08300_2.00	ZNF549	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1728.1	ZNF549	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07772_2.00	ZNF550	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07655_2.00	ZNF552	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M08341_2.00	ZNF554	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07682_2.00	ZNF555	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07582_2.00	ZNF557	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF558-like factors
M07620_2.00	ZNF558	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF558-like factors
M07630_2.00	ZNF561	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF562-like factors
M07629_2.00	ZNF562	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF562-like factors
M08368_2.00	ZNF563	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07770_2.00	ZNF564	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07700_2.00	ZNF565	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07677_2.00	ZNF566	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M07692_2.00	ZNF567	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M07635_2.00	ZNF570	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF642-like factors
M07658_2.00	ZNF571	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M07693_2.00	ZNF573	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M08239_2.00	ZNF574	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF526-like factors
M08294_2.00	ZNF574	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF526-like factors
MA1982.1	ZNF574	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF526-like factors
M07564_2.00	ZNF582	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M08274_2.00	ZNF582	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M07631_2.00	ZNF584	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07713_2.00	ZNF585A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
M08281_2.00	ZNF586	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07746_2.00	ZNF587	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M08354_2.00	ZNF594	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08400_2.00	ZNF595	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF595-like factors
M08342_2.00	ZNF596	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07704_2.00	ZNF605	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN300-like factors
M07616_2.00	ZNF610	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08327_2.00	ZNF610	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1713.1	ZNF610	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07759_2.00	ZNF611	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN813-like factors
M07646_2.00	ZNF613	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
M07593_2.00	ZNF614	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
M07725_2.00	ZNF615	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF432-like factors
M07755_2.00	ZNF616	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF841-like factors
M07649_2.00	ZNF619	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M07648_2.00	ZNF620	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M07636_2.00	ZNF621	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M08254_2.00	ZNF621	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF620-like factors
M07687_2.00	ZNF626	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07749_2.00	ZNF627	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07615_2.00	ZNF641	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07738_2.00	ZNF649	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
MA1657.1	ZNF652	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF652-like factors
M08248_2.00	ZNF653	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP91-like factors
M07666_2.00	ZNF662	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07737_2.00	ZNF667	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08386_2.00	ZNF667	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1984.1	ZNF667	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07690_2.00	ZNF669	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08262_2.00	ZNF669	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08367_2.00	ZNF669	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
MA1985.1	ZNF669	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07567_2.00	ZNF671	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF134-like factors
M07771_2.00	ZNF674	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07722_2.00	ZNF675	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M08266_2.00	ZNF675	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M08381_2.00	ZNF675	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
MA1714.1	ZNF675	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M08382_2.00	ZNF677	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07637_2.00	ZNF680	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08343_2.00	ZNF680	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1729.1	ZNF680	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07698_2.00	ZNF681	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07718_2.00	ZNF682	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1599.1	ZNF682	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07574_2.00	ZNF684	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08240_2.00	ZNF684	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08297_2.00	ZNF684	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07744_2.00	ZNF69	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08253_2.00	ZNF692	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP91-like factors
M08338_2.00	ZNF692	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP91-like factors
M07724_2.00	ZNF695	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07598_2.00	ZNF7	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07618_2.00	ZNF701	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF525-like factors
MA1987.1	ZNF701	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF525-like factors
M07763_2.00	ZNF705G	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF705 factors
M07661_2.00	ZNF707	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1715.1	ZNF707	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07665_2.00	ZNF708	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08360_2.00	ZNF708	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1730.1	ZNF708	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08267_2.00	ZNF71	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP2-like factors
M08383_2.00	ZNF71	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP2-like factors
M07606_2.00	ZNF714	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M07664_2.00	ZNF716	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF479-like factors
M07669_2.00	ZNF730	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M07767_2.00	ZNF736	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF736-like factors
M07768_2.00	ZNF737	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07675_2.00	ZNF74	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07680_2.00	ZNF749	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07683_2.00	ZNF75D	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF75-like zinc finger factors
MA1601.2	ZNF75D	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF75-like zinc finger factors
M08278_2.00	ZNF76	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF76-like factors
ZNF76_HUMAN.H11MO.0.C	ZNF76	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF76-like factors
M07623_2.00	ZNF764	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF764-like factors
M07701_2.00	ZNF765	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF525-like factors
M07699_2.00	ZNF766	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08333_2.00	ZNF768	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1731.1	ZNF768	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07644_2.00	ZNF77	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08388_2.00	ZNF770	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08373_2.00	ZNF774	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF180-like factors
M07601_2.00	ZNF776	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF548-like factors
M07703_2.00	ZNF777	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF212-like factors
M07624_2.00	ZNF778	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08335_2.00	ZNF778	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07729_2.00	ZNF780A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M07706_2.00	ZNF782	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M07757_2.00	ZNF783	NA	NA	NA
M08352_2.00	ZNF784	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07720_2.00	ZNF785	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF764-like factors
M07721_2.00	ZNF786	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF319-like factors
M07750_2.00	ZNF789	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07697_2.00	ZNF79	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07732_2.00	ZNF790	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07640_2.00	ZNF791	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07660_2.00	ZNF792	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF134-like factors
M07688_2.00	ZNF793	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07705_2.00	ZNF799	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF442-like factors
M07781_2.00	ZNF8	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08401_2.00	ZNF8	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA1718.1	ZNF8	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZNF8_HUMAN.H11MO.0.C	ZNF8	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07753_2.00	ZNF805	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M07747_2.00	ZNF808	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN813-like factors
M07728_2.00	ZNF81	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
M07657_2.00	ZNF816	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08353_2.00	ZNF816	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1719.1	ZNF816	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07733_2.00	ZNF823	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF442-like factors
M07736_2.00	ZNF84	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07707_2.00	ZNF846	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF562-like factors
M07573_2.00	ZNF85	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08295_2.00	ZNF85	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1720.1	ZNF85	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZNF85_HUMAN.H11MO.0.C	ZNF85	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07723_2.00	ZNF860	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN813-like factors
M07766_2.00	ZNF879	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07764_2.00	ZNF880	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07762_2.00	ZNF891	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF177-like factors
M07761_2.00	ZNF90	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07671_2.00	ZNF93	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1721.1	ZNF93	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08380_2.00	ZNF98	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF98-like factors
